"pclass","survived","sex","age","sibsp","parch","fare","embarked","title","solo"
"3rd","0","male",NA,0,0,56.4958,"Southampton","Mr","1"
"3rd","1","female",22,0,0,7.25,"Southampton","Miss","1"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"1st","1","male",4,0,2,81.8582993,"Southampton","Master","0"
"3rd","1","male",26,0,0,56.4958,"Southampton","Mr","1"
"3rd","0","male",29,0,0,9.48330021,"Southampton","Mr","1"
"3rd","0","male",29,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",22,0,0,7.7750001,"Southampton","Mr","1"
"3rd","1","male",22,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","male",NA,3,1,25.4666996,"Southampton","Master","0"
"3rd","0","female",NA,3,1,25.4666996,"Southampton","Miss","0"
"3rd","0","female",NA,3,1,25.4666996,"Southampton","Miss","0"
"3rd","0","female",NA,3,1,25.4666996,"Southampton","Miss","0"
"3rd","0","female",NA,0,4,25.4666996,"Southampton","Mrs","0"
"1st","1","female",54,1,1,81.8582993,"Southampton","Mrs","0"
"3rd","0","male",32,0,0,7.92500019,"Southampton","Mr","1"
"3rd","0","male",34.5,0,0,6.4375,"Cherbourg","Mr","1"
"3rd","0","female",NA,1,0,15.5,"Queenstown","Miss","0"
"3rd","0","male",NA,1,0,15.5,"Queenstown","Mr","0"
"3rd","0","male",36,0,0,0,"Southampton","Mr","1"
"3rd","0","male",39,0,0,24.1499996,"Southampton","Mr","1"
"3rd","0","male",24,0,0,9.5,"Southampton","Mr","1"
"3rd","0","female",25,0,0,7.7750001,"Southampton","Miss","1"
"3rd","0","female",45,0,0,7.75,"Southampton","Miss","1"
"3rd","0","male",36,1,0,15.5500002,"Southampton","Mr","0"
"1st","0","male",50,1,0,106.425003,"Cherbourg","Mr","0"
"3rd","0","female",30,1,0,15.5500002,"Southampton","Mrs","0"
"3rd","1","male",20,1,0,7.92500019,"Southampton","Mr","0"
"3rd","0","male",NA,0,0,7.87919998,"Queenstown","Mr","1"
"3rd","0","male",28,0,0,56.4958,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.55000019,"Southampton","Mr","1"
"3rd","0","male",30,1,0,16.1000004,"Southampton","Mr","0"
"3rd","0","female",26,1,0,16.1000004,"Southampton","Mrs","0"
"3rd","0","male",NA,0,0,7.87919998,"Southampton","Mr","1"
"3rd","0","male",20.5,0,0,7.25,"Southampton","Mr","1"
"3rd","1","male",27,0,0,8.66250038,"Southampton","Mr","1"
"1st","1","female",27,1,1,247.520798,"Cherbourg","Mrs","0"
"3rd","0","male",51,0,0,7.05420017,"Southampton","Mr","1"
"3rd","1","female",23,0,0,7.85419989,"Southampton","Miss","1"
"3rd","1","male",32,0,0,7.57919979,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.55000019,"Southampton","Mr","1"
"3rd","1","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","male",24,0,0,7.14169979,"Southampton","Mr","1"
"3rd","0","male",22,0,0,7.125,"Southampton","Mr","1"
"3rd","0","female",NA,0,0,7.87919998,"Queenstown","Miss","1"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"1st","1","female",48,1,0,106.425003,"Cherbourg","Mrs","0"
"3rd","0","male",NA,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",29,0,0,7.92500019,"Southampton","Mr","1"
"3rd","1","male",NA,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","female",30.5,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","female",NA,0,0,7.73750019,"Queenstown","Miss","1"
"3rd","0","male",NA,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","male",35,0,0,7.89580011,"Cherbourg","Mr","1"
"3rd","0","male",33,0,0,7.89580011,"Southampton","Mr","1"
"3rd","1","female",NA,0,0,7.2249999,"Cherbourg","Mrs","1"
"3rd","0","male",NA,0,0,7.89580011,"Cherbourg","Mr","1"
